"Plot Title: RSC_INLET2"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10445237, SEN S/N: 10445237)","Water Level, feet (LGR S/N: 10445237)"
1,01/31/18 03:54:00 PM,46.188,0.093
2,01/31/18 03:56:00 PM,45.104,0.111
3,01/31/18 03:58:00 PM,44.379,0.113
4,01/31/18 04:00:00 PM,44.195,0.117
5,01/31/18 04:02:00 PM,43.831,0.117
6,01/31/18 04:04:00 PM,43.831,0.116
7,01/31/18 04:06:00 PM,43.648,0.114
8,01/31/18 04:08:00 PM,43.648,0.119
9,01/31/18 04:10:00 PM,43.648,0.118
10,01/31/18 04:12:00 PM,43.466,0.118
11,01/31/18 04:14:00 PM,43.466,0.116
12,01/31/18 04:16:00 PM,43.466,0.111
13,01/31/18 04:18:00 PM,43.466,0.121
14,01/31/18 04:20:00 PM,43.466,0.117
15,01/31/18 04:22:00 PM,43.466,0.115
16,01/31/18 04:24:00 PM,43.466,0.125
17,01/31/18 04:26:00 PM,43.466,0.127
18,01/31/18 04:28:00 PM,43.466,0.120
19,01/31/18 04:30:00 PM,43.466,0.118
20,01/31/18 04:32:00 PM,43.466,0.118
21,01/31/18 04:34:00 PM,43.466,0.123
22,01/31/18 04:36:00 PM,43.466,0.119
23,01/31/18 04:38:00 PM,43.466,0.125
24,01/31/18 04:40:00 PM,43.466,0.118
25,01/31/18 04:42:00 PM,43.466,0.115
26,01/31/18 04:44:00 PM,43.466,0.124
27,01/31/18 04:46:00 PM,43.466,0.124
28,01/31/18 04:48:00 PM,43.466,0.120
29,01/31/18 04:50:00 PM,43.466,0.120
30,01/31/18 04:52:00 PM,43.466,0.126
31,01/31/18 04:54:00 PM,43.466,0.121
32,01/31/18 04:56:00 PM,43.466,0.123
33,01/31/18 04:58:00 PM,43.648,0.119
34,01/31/18 05:00:00 PM,43.648,0.125
35,01/31/18 05:02:00 PM,43.648,0.127
36,01/31/18 05:04:00 PM,43.648,0.127
37,01/31/18 05:06:00 PM,43.648,0.123
38,01/31/18 05:08:00 PM,43.648,0.123
39,01/31/18 05:10:00 PM,43.648,0.123
40,01/31/18 05:12:00 PM,43.648,0.116
41,01/31/18 05:14:00 PM,43.648,0.125
42,01/31/18 05:16:00 PM,43.648,0.121
43,01/31/18 05:18:00 PM,43.648,0.130
44,01/31/18 05:20:00 PM,43.648,0.122
45,01/31/18 05:22:00 PM,43.648,0.119
46,01/31/18 05:24:00 PM,43.648,0.124
47,01/31/18 05:26:00 PM,43.648,0.125
48,01/31/18 05:28:00 PM,43.648,0.113
49,01/31/18 05:30:00 PM,43.648,0.122
50,01/31/18 05:32:00 PM,43.648,0.120
51,01/31/18 05:34:00 PM,43.648,0.118
52,01/31/18 05:36:00 PM,43.648,0.123
53,01/31/18 05:38:00 PM,43.831,0.119
54,01/31/18 05:40:00 PM,43.648,0.125
55,01/31/18 05:42:00 PM,43.648,0.128
56,01/31/18 05:44:00 PM,43.648,0.123
57,01/31/18 05:46:00 PM,43.648,0.122
58,01/31/18 05:48:00 PM,43.648,0.125
59,01/31/18 05:50:00 PM,43.648,0.119
60,01/31/18 05:52:00 PM,43.648,0.124
61,01/31/18 05:54:00 PM,43.648,0.124
62,01/31/18 05:56:00 PM,43.648,0.131
63,01/31/18 05:58:00 PM,43.648,0.122
64,01/31/18 06:00:00 PM,43.648,0.120
65,01/31/18 06:02:00 PM,43.648,0.123
66,01/31/18 06:04:00 PM,43.648,0.125
67,01/31/18 06:06:00 PM,43.648,0.123
68,01/31/18 06:08:00 PM,43.648,0.131
69,01/31/18 06:10:00 PM,43.648,0.126
70,01/31/18 06:12:00 PM,43.648,0.126
71,01/31/18 06:14:00 PM,43.648,0.124
72,01/31/18 06:16:00 PM,43.648,0.122
73,01/31/18 06:18:00 PM,43.648,0.126
74,01/31/18 06:20:00 PM,43.648,0.122
75,01/31/18 06:22:00 PM,43.648,0.120
76,01/31/18 06:24:00 PM,43.648,0.124
77,01/31/18 06:26:00 PM,43.648,0.125
78,01/31/18 06:28:00 PM,43.648,0.129
79,01/31/18 06:30:00 PM,43.648,0.123
80,01/31/18 06:32:00 PM,43.648,0.128
81,01/31/18 06:34:00 PM,43.648,0.132
82,01/31/18 06:36:00 PM,43.648,0.126
83,01/31/18 06:38:00 PM,43.648,0.128
84,01/31/18 06:40:00 PM,43.648,0.120
85,01/31/18 06:42:00 PM,43.648,0.129
86,01/31/18 06:44:00 PM,43.648,0.122
87,01/31/18 06:46:00 PM,43.648,0.127
88,01/31/18 06:48:00 PM,43.648,0.126
89,01/31/18 06:50:00 PM,43.648,0.126
90,01/31/18 06:52:00 PM,43.648,0.125
91,01/31/18 06:54:00 PM,43.648,0.124
92,01/31/18 06:56:00 PM,43.648,0.130
93,01/31/18 06:58:00 PM,43.648,0.125
94,01/31/18 07:00:00 PM,43.648,0.130
95,01/31/18 07:02:00 PM,43.648,0.128
96,01/31/18 07:04:00 PM,43.648,0.128
97,01/31/18 07:06:00 PM,43.648,0.119
98,01/31/18 07:08:00 PM,43.648,0.121
99,01/31/18 07:10:00 PM,43.648,0.119
100,01/31/18 07:12:00 PM,43.466,0.127
101,01/31/18 07:14:00 PM,43.466,0.127
102,01/31/18 07:16:00 PM,43.466,0.125
103,01/31/18 07:18:00 PM,43.466,0.129
104,01/31/18 07:20:00 PM,43.466,0.127
105,01/31/18 07:22:00 PM,43.466,0.125
106,01/31/18 07:24:00 PM,43.466,0.120
107,01/31/18 07:26:00 PM,43.466,0.120
108,01/31/18 07:28:00 PM,43.466,0.124
109,01/31/18 07:30:00 PM,43.466,0.118
110,01/31/18 07:32:00 PM,43.466,0.125
111,01/31/18 07:34:00 PM,43.466,0.123
112,01/31/18 07:36:00 PM,43.466,0.129
113,01/31/18 07:38:00 PM,43.466,0.120
114,01/31/18 07:40:00 PM,43.466,0.130
115,01/31/18 07:42:00 PM,43.466,0.126
116,01/31/18 07:44:00 PM,43.466,0.121
117,01/31/18 07:46:00 PM,43.466,0.118
118,01/31/18 07:48:00 PM,43.466,0.121
119,01/31/18 07:50:00 PM,43.466,0.123
120,01/31/18 07:52:00 PM,43.466,0.126
121,01/31/18 07:54:00 PM,43.466,0.125
122,01/31/18 07:56:00 PM,43.466,0.122
123,01/31/18 07:58:00 PM,43.466,0.126
124,01/31/18 08:00:00 PM,43.466,0.126
125,01/31/18 08:02:00 PM,43.466,0.128
126,01/31/18 08:04:00 PM,43.466,0.123
127,01/31/18 08:06:00 PM,43.466,0.121
128,01/31/18 08:08:00 PM,43.466,0.121
129,01/31/18 08:10:00 PM,43.466,0.121
130,01/31/18 08:12:00 PM,43.466,0.121
131,01/31/18 08:14:00 PM,43.466,0.126
132,01/31/18 08:16:00 PM,43.466,0.120
133,01/31/18 08:18:00 PM,43.466,0.125
134,01/31/18 08:20:00 PM,43.466,0.121
135,01/31/18 08:22:00 PM,43.466,0.126
136,01/31/18 08:24:00 PM,43.466,0.126
137,01/31/18 08:26:00 PM,43.466,0.121
138,01/31/18 08:28:00 PM,43.466,0.121
139,01/31/18 08:30:00 PM,43.466,0.121
140,01/31/18 08:32:00 PM,43.466,0.118
141,01/31/18 08:34:00 PM,43.466,0.118
142,01/31/18 08:36:00 PM,43.466,0.121
143,01/31/18 08:38:00 PM,43.466,0.118
144,01/31/18 08:40:00 PM,43.466,0.116
145,01/31/18 08:42:00 PM,43.466,0.125
146,01/31/18 08:44:00 PM,43.466,0.116
147,01/31/18 08:46:00 PM,43.466,0.122
148,01/31/18 08:48:00 PM,43.282,0.119
149,01/31/18 08:50:00 PM,43.282,0.122
150,01/31/18 08:52:00 PM,43.282,0.119
151,01/31/18 08:54:00 PM,43.282,0.119
152,01/31/18 08:56:00 PM,43.282,0.126
153,01/31/18 08:58:00 PM,43.282,0.117
154,01/31/18 09:00:00 PM,43.282,0.117
155,01/31/18 09:02:00 PM,43.282,0.126
156,01/31/18 09:04:00 PM,43.282,0.119
157,01/31/18 09:06:00 PM,43.282,0.120
158,01/31/18 09:08:00 PM,43.282,0.122
159,01/31/18 09:10:00 PM,43.282,0.124
160,01/31/18 09:12:00 PM,43.282,0.122
161,01/31/18 09:14:00 PM,43.282,0.125
162,01/31/18 09:16:00 PM,43.282,0.120
163,01/31/18 09:18:00 PM,43.282,0.117
164,01/31/18 09:20:00 PM,43.099,0.114
165,01/31/18 09:22:00 PM,43.099,0.119
166,01/31/18 09:24:00 PM,43.099,0.119
167,01/31/18 09:26:00 PM,43.282,0.122
168,01/31/18 09:28:00 PM,43.099,0.122
169,01/31/18 09:30:00 PM,43.099,0.124
170,01/31/18 09:32:00 PM,43.099,0.120
171,01/31/18 09:34:00 PM,43.099,0.117
172,01/31/18 09:36:00 PM,43.099,0.118
173,01/31/18 09:38:00 PM,43.099,0.118
174,01/31/18 09:40:00 PM,43.099,0.127
175,01/31/18 09:42:00 PM,43.099,0.118
176,01/31/18 09:44:00 PM,43.099,0.113
177,01/31/18 09:46:00 PM,43.099,0.122
178,01/31/18 09:48:00 PM,43.099,0.113
179,01/31/18 09:50:00 PM,43.099,0.118
180,01/31/18 09:52:00 PM,43.099,0.115
181,01/31/18 09:54:00 PM,43.099,0.115
182,01/31/18 09:56:00 PM,43.099,0.118
183,01/31/18 09:58:00 PM,43.099,0.116
184,01/31/18 10:00:00 PM,43.099,0.120
185,01/31/18 10:02:00 PM,43.099,0.123
186,01/31/18 10:04:00 PM,43.099,0.116
187,01/31/18 10:06:00 PM,43.099,0.121
188,01/31/18 10:08:00 PM,42.915,0.120
189,01/31/18 10:10:00 PM,42.915,0.120
190,01/31/18 10:12:00 PM,42.915,0.120
191,01/31/18 10:14:00 PM,42.915,0.125
192,01/31/18 10:16:00 PM,42.915,0.117
193,01/31/18 10:18:00 PM,42.915,0.120
194,01/31/18 10:20:00 PM,42.915,0.122
195,01/31/18 10:22:00 PM,42.915,0.117
196,01/31/18 10:24:00 PM,42.915,0.117
197,01/31/18 10:26:00 PM,42.915,0.122
198,01/31/18 10:28:00 PM,42.915,0.115
199,01/31/18 10:30:00 PM,42.915,0.115
200,01/31/18 10:32:00 PM,42.915,0.110
201,01/31/18 10:34:00 PM,42.915,0.119
202,01/31/18 10:36:00 PM,42.915,0.119
203,01/31/18 10:38:00 PM,42.915,0.119
204,01/31/18 10:40:00 PM,42.915,0.119
205,01/31/18 10:42:00 PM,42.915,0.124
206,01/31/18 10:44:00 PM,42.915,0.124
207,01/31/18 10:46:00 PM,42.915,0.114
208,01/31/18 10:48:00 PM,42.915,0.111
209,01/31/18 10:50:00 PM,42.915,0.110
210,01/31/18 10:52:00 PM,42.915,0.122
211,01/31/18 10:54:00 PM,42.915,0.112
212,01/31/18 10:56:00 PM,42.915,0.112
213,01/31/18 10:58:00 PM,42.915,0.115
214,01/31/18 11:00:00 PM,42.915,0.122
215,01/31/18 11:02:00 PM,42.915,0.118
216,01/31/18 11:04:00 PM,42.915,0.111
217,01/31/18 11:06:00 PM,42.915,0.121
218,01/31/18 11:08:00 PM,42.732,0.119
219,01/31/18 11:10:00 PM,42.732,0.120
220,01/31/18 11:12:00 PM,42.732,0.120
221,01/31/18 11:14:00 PM,42.732,0.122
222,01/31/18 11:16:00 PM,42.732,0.117
223,01/31/18 11:18:00 PM,42.732,0.122
224,01/31/18 11:20:00 PM,42.732,0.122
225,01/31/18 11:22:00 PM,42.732,0.114
226,01/31/18 11:24:00 PM,42.732,0.123
227,01/31/18 11:26:00 PM,42.732,0.123
228,01/31/18 11:28:00 PM,42.732,0.120
229,01/31/18 11:30:00 PM,42.732,0.123
230,01/31/18 11:32:00 PM,42.732,0.120
231,01/31/18 11:34:00 PM,42.732,0.120
232,01/31/18 11:36:00 PM,42.732,0.116
233,01/31/18 11:38:00 PM,42.732,0.115
234,01/31/18 11:40:00 PM,42.732,0.118
235,01/31/18 11:42:00 PM,42.732,0.113
236,01/31/18 11:44:00 PM,42.732,0.121
237,01/31/18 11:46:00 PM,42.548,0.117
238,01/31/18 11:48:00 PM,42.548,0.120
239,01/31/18 11:50:00 PM,42.548,0.115
240,01/31/18 11:52:00 PM,42.548,0.119
241,01/31/18 11:54:00 PM,42.548,0.117
242,01/31/18 11:56:00 PM,42.548,0.117
243,01/31/18 11:58:00 PM,42.548,0.118
244,02/01/18 12:00:00 AM,42.548,0.122
245,02/01/18 12:02:00 AM,42.548,0.120
246,02/01/18 12:04:00 AM,42.548,0.118
247,02/01/18 12:06:00 AM,42.548,0.116
248,02/01/18 12:08:00 AM,42.548,0.116
249,02/01/18 12:10:00 AM,42.548,0.119
250,02/01/18 12:12:00 AM,42.548,0.121
251,02/01/18 12:14:00 AM,42.548,0.121
252,02/01/18 12:16:00 AM,42.548,0.117
253,02/01/18 12:18:00 AM,42.548,0.117
254,02/01/18 12:20:00 AM,42.548,0.119
255,02/01/18 12:22:00 AM,42.548,0.119
256,02/01/18 12:24:00 AM,42.548,0.124
257,02/01/18 12:26:00 AM,42.548,0.117
258,02/01/18 12:28:00 AM,42.548,0.121
259,02/01/18 12:30:00 AM,42.548,0.119
260,02/01/18 12:32:00 AM,42.548,0.119
261,02/01/18 12:34:00 AM,42.548,0.120
262,02/01/18 12:36:00 AM,42.548,0.124
263,02/01/18 12:38:00 AM,42.548,0.118
264,02/01/18 12:40:00 AM,42.548,0.122
265,02/01/18 12:42:00 AM,42.363,0.118
266,02/01/18 12:44:00 AM,42.363,0.117
267,02/01/18 12:46:00 AM,42.363,0.120
268,02/01/18 12:48:00 AM,42.363,0.113
269,02/01/18 12:50:00 AM,42.363,0.117
270,02/01/18 12:52:00 AM,42.363,0.115
271,02/01/18 12:54:00 AM,42.363,0.113
272,02/01/18 12:56:00 AM,42.363,0.108
273,02/01/18 12:58:00 AM,42.363,0.111
274,02/01/18 01:00:00 AM,42.363,0.106
275,02/01/18 01:02:00 AM,42.363,0.115
276,02/01/18 01:04:00 AM,42.363,0.112
277,02/01/18 01:06:00 AM,42.363,0.111
278,02/01/18 01:08:00 AM,42.363,0.111
279,02/01/18 01:10:00 AM,42.363,0.118
280,02/01/18 01:12:00 AM,42.363,0.110
281,02/01/18 01:14:00 AM,42.363,0.118
282,02/01/18 01:16:00 AM,42.363,0.117
283,02/01/18 01:18:00 AM,42.363,0.112
284,02/01/18 01:20:00 AM,42.363,0.113
285,02/01/18 01:22:00 AM,42.363,0.115
286,02/01/18 01:24:00 AM,42.363,0.119
287,02/01/18 01:26:00 AM,42.363,0.122
288,02/01/18 01:28:00 AM,42.363,0.121
289,02/01/18 01:30:00 AM,42.363,0.118
290,02/01/18 01:32:00 AM,42.363,0.122
291,02/01/18 01:34:00 AM,42.363,0.118
292,02/01/18 01:36:00 AM,42.363,0.117
293,02/01/18 01:38:00 AM,42.363,0.115
294,02/01/18 01:40:00 AM,42.363,0.127
295,02/01/18 01:42:00 AM,42.363,0.124
296,02/01/18 01:44:00 AM,42.363,0.112
297,02/01/18 01:46:00 AM,42.363,0.112
298,02/01/18 01:48:00 AM,42.363,0.117
299,02/01/18 01:50:00 AM,42.548,0.118
300,02/01/18 01:52:00 AM,42.363,0.117
301,02/01/18 01:54:00 AM,42.363,0.113
302,02/01/18 01:56:00 AM,42.363,0.117
303,02/01/18 01:58:00 AM,42.363,0.117
304,02/01/18 02:00:00 AM,42.363,0.117
305,02/01/18 02:02:00 AM,42.363,0.109
306,02/01/18 02:04:00 AM,42.363,0.117
307,02/01/18 02:06:00 AM,42.363,0.120
308,02/01/18 02:08:00 AM,42.363,0.108
309,02/01/18 02:10:00 AM,42.363,0.115
310,02/01/18 02:12:00 AM,42.363,0.113
311,02/01/18 02:14:00 AM,42.363,0.115
312,02/01/18 02:16:00 AM,42.363,0.118
313,02/01/18 02:18:00 AM,42.363,0.116
314,02/01/18 02:20:00 AM,42.363,0.113
315,02/01/18 02:22:00 AM,42.363,0.113
316,02/01/18 02:24:00 AM,42.363,0.115
317,02/01/18 02:26:00 AM,42.363,0.115
318,02/01/18 02:28:00 AM,42.363,0.117
319,02/01/18 02:30:00 AM,42.363,0.120
320,02/01/18 02:32:00 AM,42.363,0.124
321,02/01/18 02:34:00 AM,42.363,0.127
322,02/01/18 02:36:00 AM,42.363,0.115
323,02/01/18 02:38:00 AM,42.363,0.115
324,02/01/18 02:40:00 AM,42.363,0.119
325,02/01/18 02:42:00 AM,42.363,0.114
326,02/01/18 02:44:00 AM,42.363,0.115
327,02/01/18 02:46:00 AM,42.363,0.112
328,02/01/18 02:48:00 AM,42.363,0.114
329,02/01/18 02:50:00 AM,42.363,0.122
330,02/01/18 02:52:00 AM,42.363,0.119
331,02/01/18 02:54:00 AM,42.363,0.119
332,02/01/18 02:56:00 AM,42.363,0.110
333,02/01/18 02:58:00 AM,42.363,0.117
334,02/01/18 03:00:00 AM,42.363,0.119
335,02/01/18 03:02:00 AM,42.363,0.117
336,02/01/18 03:04:00 AM,42.363,0.117
337,02/01/18 03:06:00 AM,42.363,0.122
338,02/01/18 03:08:00 AM,42.363,0.113
339,02/01/18 03:10:00 AM,42.363,0.117
340,02/01/18 03:12:00 AM,42.363,0.115
341,02/01/18 03:14:00 AM,42.363,0.120
342,02/01/18 03:16:00 AM,42.363,0.114
343,02/01/18 03:18:00 AM,42.363,0.112
344,02/01/18 03:20:00 AM,42.363,0.115
345,02/01/18 03:22:00 AM,42.363,0.117
346,02/01/18 03:24:00 AM,42.363,0.112
347,02/01/18 03:26:00 AM,42.363,0.113
348,02/01/18 03:28:00 AM,42.548,0.120
349,02/01/18 03:30:00 AM,42.548,0.118
350,02/01/18 03:32:00 AM,42.548,0.113
351,02/01/18 03:34:00 AM,42.548,0.121
352,02/01/18 03:36:00 AM,42.732,0.112
353,02/01/18 03:38:00 AM,42.732,0.112
354,02/01/18 03:40:00 AM,42.732,0.118
355,02/01/18 03:42:00 AM,42.548,0.113
356,02/01/18 03:44:00 AM,42.548,0.115
357,02/01/18 03:46:00 AM,42.548,0.117
358,02/01/18 03:48:00 AM,42.548,0.122
359,02/01/18 03:50:00 AM,42.548,0.115
360,02/01/18 03:52:00 AM,42.548,0.115
361,02/01/18 03:54:00 AM,42.548,0.115
362,02/01/18 03:56:00 AM,42.548,0.110
363,02/01/18 03:58:00 AM,42.548,0.111
364,02/01/18 04:00:00 AM,42.548,0.111
365,02/01/18 04:02:00 AM,42.548,0.111
366,02/01/18 04:04:00 AM,42.548,0.111
367,02/01/18 04:06:00 AM,42.548,0.111
368,02/01/18 04:08:00 AM,42.548,0.111
369,02/01/18 04:10:00 AM,42.548,0.111
370,02/01/18 04:12:00 AM,42.548,0.117
371,02/01/18 04:14:00 AM,42.548,0.113
372,02/01/18 04:16:00 AM,42.548,0.118
373,02/01/18 04:18:00 AM,42.548,0.106
374,02/01/18 04:20:00 AM,42.548,0.113
375,02/01/18 04:22:00 AM,42.548,0.111
376,02/01/18 04:24:00 AM,42.548,0.120
377,02/01/18 04:26:00 AM,42.548,0.116
378,02/01/18 04:28:00 AM,42.548,0.116
379,02/01/18 04:30:00 AM,42.548,0.107
380,02/01/18 04:32:00 AM,42.548,0.109
381,02/01/18 04:34:00 AM,42.548,0.112
382,02/01/18 04:36:00 AM,42.548,0.106
383,02/01/18 04:38:00 AM,42.548,0.110
384,02/01/18 04:40:00 AM,42.548,0.111
385,02/01/18 04:42:00 AM,42.548,0.115
386,02/01/18 04:44:00 AM,42.363,0.108
387,02/01/18 04:46:00 AM,42.363,0.112
388,02/01/18 04:48:00 AM,42.363,0.116
389,02/01/18 04:50:00 AM,42.363,0.116
390,02/01/18 04:52:00 AM,42.363,0.107
391,02/01/18 04:54:00 AM,42.363,0.107
392,02/01/18 04:56:00 AM,42.363,0.117
393,02/01/18 04:58:00 AM,42.363,0.114
394,02/01/18 05:00:00 AM,42.363,0.117
395,02/01/18 05:02:00 AM,42.363,0.114
396,02/01/18 05:04:00 AM,42.363,0.115
397,02/01/18 05:06:00 AM,42.363,0.115
398,02/01/18 05:08:00 AM,42.363,0.110
399,02/01/18 05:10:00 AM,42.363,0.119
400,02/01/18 05:12:00 AM,42.363,0.119
401,02/01/18 05:14:00 AM,42.363,0.115
402,02/01/18 05:16:00 AM,42.363,0.112
403,02/01/18 05:18:00 AM,42.179,0.107
404,02/01/18 05:20:00 AM,42.179,0.116
405,02/01/18 05:22:00 AM,42.179,0.117
406,02/01/18 05:24:00 AM,42.179,0.117
407,02/01/18 05:26:00 AM,42.179,0.114
408,02/01/18 05:28:00 AM,42.179,0.112
409,02/01/18 05:30:00 AM,42.179,0.114
410,02/01/18 05:32:00 AM,42.179,0.117
411,02/01/18 05:34:00 AM,42.179,0.115
412,02/01/18 05:36:00 AM,42.179,0.115
413,02/01/18 05:38:00 AM,42.179,0.115
414,02/01/18 05:40:00 AM,42.179,0.120
415,02/01/18 05:42:00 AM,42.179,0.117
416,02/01/18 05:44:00 AM,42.179,0.120
417,02/01/18 05:46:00 AM,42.179,0.120
418,02/01/18 05:48:00 AM,42.179,0.117
419,02/01/18 05:50:00 AM,42.179,0.119
420,02/01/18 05:52:00 AM,42.179,0.122
421,02/01/18 05:54:00 AM,42.179,0.115
422,02/01/18 05:56:00 AM,42.179,0.114
423,02/01/18 05:58:00 AM,42.179,0.121
424,02/01/18 06:00:00 AM,42.179,0.121
425,02/01/18 06:02:00 AM,42.179,0.119
426,02/01/18 06:04:00 AM,42.179,0.114
427,02/01/18 06:06:00 AM,42.179,0.112
428,02/01/18 06:08:00 AM,42.179,0.116
429,02/01/18 06:10:00 AM,42.179,0.119
430,02/01/18 06:12:00 AM,42.179,0.114
431,02/01/18 06:14:00 AM,42.179,0.107
432,02/01/18 06:16:00 AM,42.179,0.116
433,02/01/18 06:18:00 AM,42.179,0.105
434,02/01/18 06:20:00 AM,42.179,0.116
435,02/01/18 06:22:00 AM,42.179,0.116
436,02/01/18 06:24:00 AM,42.179,0.116
437,02/01/18 06:26:00 AM,42.179,0.111
438,02/01/18 06:28:00 AM,42.179,0.114
439,02/01/18 06:30:00 AM,42.179,0.114
440,02/01/18 06:32:00 AM,42.179,0.114
441,02/01/18 06:34:00 AM,42.179,0.119
442,02/01/18 06:36:00 AM,42.179,0.116
443,02/01/18 06:38:00 AM,42.179,0.116
444,02/01/18 06:40:00 AM,42.179,0.118
445,02/01/18 06:42:00 AM,42.179,0.113
446,02/01/18 06:44:00 AM,42.179,0.116
447,02/01/18 06:46:00 AM,42.179,0.121
448,02/01/18 06:48:00 AM,42.179,0.123
449,02/01/18 06:50:00 AM,42.179,0.114
450,02/01/18 06:52:00 AM,42.179,0.118
451,02/01/18 06:54:00 AM,42.179,0.114
452,02/01/18 06:56:00 AM,42.179,0.118
453,02/01/18 06:58:00 AM,42.179,0.112
454,02/01/18 07:00:00 AM,42.179,0.116
455,02/01/18 07:02:00 AM,42.179,0.117
456,02/01/18 07:04:00 AM,42.179,0.109
457,02/01/18 07:06:00 AM,42.179,0.114
458,02/01/18 07:08:00 AM,42.179,0.110
459,02/01/18 07:10:00 AM,42.179,0.112
460,02/01/18 07:12:00 AM,42.179,0.115
461,02/01/18 07:14:00 AM,42.179,0.113
462,02/01/18 07:16:00 AM,42.179,0.112
463,02/01/18 07:18:00 AM,42.179,0.114
464,02/01/18 07:20:00 AM,42.179,0.114
465,02/01/18 07:22:00 AM,42.179,0.113
466,02/01/18 07:24:00 AM,42.179,0.117
467,02/01/18 07:26:00 AM,42.179,0.114
468,02/01/18 07:28:00 AM,42.179,0.112
469,02/01/18 07:30:00 AM,42.179,0.109
470,02/01/18 07:32:00 AM,42.179,0.112
471,02/01/18 07:34:00 AM,42.179,0.113
472,02/01/18 07:36:00 AM,42.179,0.113
473,02/01/18 07:38:00 AM,42.179,0.113
474,02/01/18 07:40:00 AM,42.179,0.118
475,02/01/18 07:42:00 AM,42.179,0.113
476,02/01/18 07:44:00 AM,42.179,0.112
